video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
lkGNExXKe5Q,黑天使预知未来#short #angel #clown,"Welcome to the 【Super Beauty Team】 channel! 🛡️🌟

Here, we pour our hearts into creating each video, combining meticulously designed Captain America role-playing with original 2D comic-style plots, presenting you with an extraordinary superhero world. 💥😆

🔔 Our channel is not just about role-playing; it's a gathering place for fans of 2D culture and American comics. If you have a strong interest in Captain America, 2D culture, or the world of American comics, you definitely shouldn't miss our channel. If you like our videos, don't forget to subscribe to the channel and click the bell icon.

🚫 Rest assured, we strictly adhere to platform rules, all video content is original, and copyright is rigorously protected. Infringement will be prosecuted!",2025-01-06T07:15:01Z,UC_DDFOVGuzJ0TFcu76yySwQ,Super Beauty team,22,"['Captain America Roleplay', '2D Comic Style', 'American Comics', 'Superhero World', 'Original Content', 'YouTube Superheroes', 'Fan Engagement', 'Subscribe and Bell Icon', 'Copyright Enforcement', 'Cosplay Videos', 'Comic Book Lovers', '2D Animation', 'Marvel Universe', 'Superhero Action', 'Creative Storytelling', 'Heroic Adventures', 'Character Analysis', 'Behind-the-Scenes', 'Superhero Culture', 'Interactive Fan Base', 'Superhero Lifestyle', 'Comic Series Adaptations', 'Hero Versus Villain Dynamics']",PT55S,hd,false,48068844,2659289,0,0,2027
3woiz7EqC3o,"That Smile,…😍❤️ #azmaik #reality #humanity #hearttouching #emotional #smile #azmaikshorts #kindness",,2025-01-20T13:17:59Z,UCut1Ur1MRUfw2m5d_zj6VAw,Mr Azmaik,24,"['Azmaik', 'Reality', 'Humanity', 'Heart', 'Heartbreaking', 'Emotional', 'Smile', 'Kindness', 'Azmaikshorts']",PT33S,hd,false,38274946,1590639,0,0,4430
2OuvjSYf6Ug,Kaha se aate h #abrazkhan  #shorts,,2025-01-10T19:01:32Z,UCbQaw6kiduY7EVu_yRRmSCA,Abrazkhan - ck91,24,[],PT22S,hd,false,19185215,422915,0,0,662
Z950f24g7Ec,Online Vs Offline sabji! #shorts,,2025-01-04T09:05:02Z,UCcl4x-1l61b4mI3HnnmoxOg,Shreemani Tripathi,24,[],PT55S,hd,false,29335765,687553,0,0,555
FN1uCa1EoWw,Khel gaya #abrazkhan  #shorts,,2025-01-04T20:25:43Z,UCbQaw6kiduY7EVu_yRRmSCA,Abrazkhan - ck91,24,[],PT44S,hd,false,27697615,847517,0,0,1077
3v8NgiuvA_s,New year special 🥺❤️‍🩹🎊 | Simran Makhija | #shorts #school #schoollife #newyearspecial,,2025-01-01T10:22:00Z,UC-e10tRE8eoiAwLlm8BQbIQ,Simran Makhija,22,[],PT47S,hd,false,36765780,763723,0,0,809
ySmcj5WsuwE,Left or Right 🍗Grilled Chicken Challenge 😅#shorts #challenge shorts#funnychallenge  lenge,,2025-01-05T01:30:35Z,UCVf7oEVjMmAun9gFwWfem0g,Enaku Romba Pasikuthu,22,[],PT44S,hd,false,48021261,1099871,0,0,1133
fQHcdNHPDRs,Khate mai likh dena | Sarcaster,,2025-01-06T09:04:13Z,UCAPgSXlrgrmnXwzMssfL2Iw,Sarcaster,23,[],PT1M7S,hd,false,14827498,623841,0,0,877
nnKvgstmGxo,Hamare Piche Baba Pad Gaya ⛺️🎅 #shorts #ytshorts #viralvideos #santaclaus #tenthouse,Hamare Piche Baba Pad Gaya ⛺️🎅 #shorts #ytshorts #viralvideos #santaclaus #tenthouse,2025-01-04T01:35:21Z,UC2d238lEYmlHYpEm68wMc0A,Nishu jeet aarya,22,"['Hamare Piche Baba Pad Gaya ⛺️🎅', 'hamare piche baba pad gaya', 'hamare piche pad gaya baba', 'hamare piche pada hai baba', 'hamare piche pad gaya h baba', 'hamare piche pada baba', 'baba hamare piche pad gaya', 'baba pada hamare piche', 'baba pad gaya hamare piche', 'shorts', 'ytshorts', 'youtubeshorts', 'shortsfeed', 'shortsvideo', 'trendingshorts']",PT46S,hd,false,28513048,535048,0,0,382
dsa9usDyq7g,Snowman ki atma 🥹⛄️😯||zoya sheikh #viral #trending #shorts #youtube #zoyasheikh,,2025-01-05T03:30:21Z,UCKJIwz1stqYvIc7t-nluM7Q,Zoya Sheikh,22,[],PT1M,hd,false,16918701,384059,0,0,368
yHf60cOpxcc,Choose the props that suit you#Angel#Clown,"Record every moment of life and convey positive energy
Hello~Hello everyone~
✦This is the Superman couple✦
American comics have millions of fans
Superman couple account for half
Interpretation of modern comedy plot
Bring you happiness every day
Remember to watch my videos on time!
#douluodalu #superman  #spiderman #supergirl",2024-12-28T23:00:42Z,UCzi1cjtEXE74u2dTXiJeb9A,超人夫妇,22,"['超人夫妇', '美漫', '超人', '蜘蛛侠', '二次元', '金刚', '怪兽', '斗罗大陆', '唐三', '小舞']",PT42S,hd,false,130040367,2109955,0,0,1184
9RNuLljKhbg,Useful home gadgets! Part 3 #shorts,,2025-01-05T14:26:25Z,UCcl4x-1l61b4mI3HnnmoxOg,Shreemani Tripathi,24,[],PT51S,hd,false,16923284,529460,0,0,564
LuKiBrZ_Kts,تجربة صيد الكنوز في الماء بأكبر مغناطيس ـ وهذا الذي وجته 🔫😳,,2024-12-29T10:36:33Z,UCBczOJAMXzFRuAlN9-gZCdw,صدام العزي,24,[],PT1M1S,hd,false,61840717,1489568,0,0,2212
bus5wzs-KfM,GOOD DEEDS LIKE A BOOMERANG,,2024-12-29T13:17:01Z,UCNRl8nOCoUvki2FNFxQZgEg,dednahype,23,[],PT1M,hd,false,52261889,1251679,0,0,1441
1QfuzizINeI,Tom and jerry 😱 Real End Twist 😳 #love #couplegoals #shorts #husbandwifecomedy #miabiwiwines,#youtubeshorts #youtuber #youtube #comedy #comedyvideo #comedyshorts #comedyvideos #funny #funnyvideo #funnymoments #funnyshorts #fun #funnyvideos #funnymemes #trend #trending #trendingshorts #trendingvideo #trendingreels #shorts #shortsvideo #shortsviral #shortsfeed #shortsyoutube #shots #shot #humor #humour #husbandwife #husbandwifecomedy #husbandwifenokjhok #delhi  #miabiwiwines,2025-01-03T09:45:00Z,UC0tc9Cyom4y_4wCWf0iUHDQ,Mia Biwi Winees,24,"['Video', 'Sharing', 'Camera phone', 'Video phone', 'Free', 'Upload']",PT15S,hd,false,6756053,118334,0,0,210
LPI9mLkIIS8,"Antarctica Day 3, WE MADE IT !!! #antarctica #travel #hindi",,2025-01-03T00:28:39Z,UCsbFefxpne9aYgoQ7baNnRg,Priya and Sid,26,"['priya and sid', 'priya ki van', 'priya']",PT1M56S,hd,false,25179718,1410149,0,0,2397
pAKrU49dg0M,Squid Game Challenge!,,2024-12-30T13:49:55Z,UCOwoozznw51Qc_fVaLYY9TA,Counting Unique Shorts,22,[],PT1M10S,hd,false,40091367,1414923,0,0,1259
nCKUJB4Ny3E,Ramu kaka v/s mem sahab Ep:- 75 gold ki plate ✨,,2025-01-01T11:47:21Z,UC8WHXV-B2DmrVPGprIpvLSQ,Ramu kaka v/s mem sahab,22,[],PT3M,hd,false,22600304,1067993,0,0,1136
kRx192ud34s,Jadui snowman ⛄️😯😨||zoya sheikh #viral #trending #shorts #youtube #zoyasheikh,,2025-01-02T03:30:30Z,UCKJIwz1stqYvIc7t-nluM7Q,Zoya Sheikh,22,[],PT1M,hd,false,20286067,425861,0,0,229
YTOF7f0hJSg,Hold your Fire🔥| #RamPothineni | #Shorts #YTShorts #Reels #ShortsFeed #Trending #ViralVideo #New,"Watch & Enjoy Hold your Fire Shorts, Starring Ram Pothineni, Nabha Natesh, Nidhhi Agerwal, Satyadev Kancharana And Puneet Issar, Directed By Puri Jagannadh only on Aditya Dumdaar Dubbed Movies.

#iSmartShankar #RamPothineni #NabhaNatesh #NidhhiAgerwal #Shorts #YTShorts #Trending #ViralVideo #ShortVideo #ViralShorts #ShortsVideo #TrendingShorts #ShortsFeed #AdityaDumdaarDubbedMovies 

Movie: ISmart Shankar
Star cast: Ram Pothineni, Nabha Natesh, Nidhi Agerwal, Satyadev Kancharana, and Puneet Issar
Directed by: Puri Jagannadh
Produced by: Umesh Gupta
Music by: Mani Sharma

Subscribe to Aditya Dumdaar Dubbed Movies for all the Latest, Popular, Blockbuster & Superhit Hindi Dubbed Videos.
------------------------------------------------------------------
For More Full Movies, Subscribe to:
►https://bit.ly/3FkFd27

For Hindi Dubbed Full Movies, Subscribe to:
►https://www.youtube.com/user/adityaci...
►Like us on Facebook: http://www.facebook.com/adityamovies
►Follow us on Instagram: https://www.instagram.com/adityamovies

For Hit & Latest Music:
►https://www.youtube.com/user/adityamusic
►Follow us on Twitter: http://www.twitter.com/adityamusic
►Follow us on LinkedIn: http://bit.ly/2Pp6ze3

For Devotional Music: 
►https://www.youtube.com/user/adityadevotional

© 2024 Aditya Movies India Pvt. Ltd.",2024-12-27T12:30:27Z,UC3pRh_OBEjs0wB82313gfVg,Aditya Dumdaar Dubbed Movies,22,"['iSmart Shankar', 'iSmart Shankar movie', 'Aditya Dumdaar Dubbed Movies', 'shorts', 'yt shorts', 'reels', 'viral video', 'viral shorts', 'short video', 'shorts feed', 'latest shorts', 'latest reels', 'latest trending reels', 'new reels', 'new shorts', 'you tube shorts', 'youtube shorts', 'youtube', 'whatsapp status', 'ram pothineni', 'nidhhi agerwal', 'nabha natesh', 'ram pothineni new movie', 'ismart shankar full movie in hindi', 'ram pothineni movies in hindi dubbed', 'viral reel', 'insta reel', 'nidhhi agerwal movie', 'viral']",PT30S,hd,false,30265571,1706471,0,0,207
fVcBuwR7auY,Speed cleaning our studio before our boss notices,"SUBSCRIBE & ADOPT A KATANA WITH THE LINK IN BIO!! 

If you love katana unboxing, then you'll love this. See the Katanas slice in action as satisfying as ASMR! These aren't rusted katanas! Sword-making, blacksmithing, knife making, and katana making are Mini Katana's passions! If you love anime like One Piece, Naruto, Demon Slayer, Attack on Titan, Miira No Kaikata, Mugen Train, Jujutsu Kaisen, sword art online abridged, slice of life anime, chainsaw man vs katana, afro samurai and are excited about the Swordsmith arc, you're gonna love our ninja weapons! Mini Katana is the founding titan of katana making, knife making, and the mini katana keychain. Learn how to draw a katana and how to make kunai like Naruto. We are the last samurai. We love Japanese anime, Japanese history, Japanese lofi, Japanese movies, and Japanese songs. Subscribe to watch mini katana unboxing, how to make a katana with cardboard and with paper, and more!  The Mini Katana Store is committed to high quality carbon steel blades and giving you slice of life looks as we try not to laugh challenge. Trust, Mini Katana knows how to make kunai and how to make a sword!

--OUR SOCIALS--
INSTAGRAM ► https://www.instagram.com/minikatanastore
TWITTER ► https://twitter.com/minikatanastore
TIKTOK ► https://www.tiktok.com/@mini.katana
DISCORD ► http://discord.gg/minikatana

For questions, email us at hello@minikatana.com",2024-12-21T18:00:27Z,UCy_WCbqwp5ZZ4zNwAyMChiA,Mini Katana,22,"['speed clean', 'deep clean', 'cleaning video', 'satisfying', 'satisfying video', 'satisfying cleaning videos', 'demon slayer', 'katana cut test', 'katana cut through steel', 'katana slice bullet', 'katana slice test', 'mini katana', 'mini katana review', 'mini katana store', 'mini katanas', 'one piece', 'tatami mat making', 'youtube shorts']",PT55S,hd,false,227010359,4621821,0,0,3576
bGj9xlgaXGI,Range Rover's Crazy marketing strategy by Ratan Tata 🗿🔥 | Kuldeep Singhaniaa #shorts,,2025-01-04T18:21:39Z,UCnYKRFQRndE3Wq1eLRQLfWw,Kuldeep Singhania Shorts,22,[],PT1M,hd,false,20945150,1481323,0,0,2959
czC8pluJhKY,Relatable?😭,Relatable?😭,2025-01-03T19:21:08Z,UCZ2SVHLQ8hq_V06nupK5auQ,Bhupinder Kaur,24,"['Funny', 'Comedy', 'Trending', 'Trendingshorts', 'Viralshorts', 'Haha', 'Memes', 'Reels', 'Cutegirl', 'Relatableshorts', 'Relatable', 'Bhupinder', 'Humour', 'Sarcasm', 'Sarcastic', 'Newhaircut', 'Haircut']",PT18S,hd,false,24789395,712060,0,0,3118
FziZiHP64Q4,Strange family by Tsuriki Show,,2025-01-03T07:45:01Z,UCymK_3BWUcoYVVf5D_GmACQ,Tsuriki Show,23,[],PT14S,hd,false,31249905,364208,0,0,136
